,Text,Good A,Good B,Good C,Good D,Person 1 money,Person 2 money,Person 3 money
0,"{
""Person 1"": ""[Good A, 2 units of money]"",
""Person 2"": ""[Good B, 5 units of money]"",
""Person 3"": ""[Good C, Good D, 0 units of money]""
}",1,2,3,3,2,5,0
1,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C"", ""3""],
""Person 3"": [""1"", ""Good C""]
}",1,2,2,1,0,3,1
2,"{
""Person 1"": [""Good A"", ""Good D"", 1],
""Person 2"": [""Good B"", ""Good C"", 4],
""Person 3"": [""Good A"", 2]
}",1,2,2,1,1,4,2
3,"{
""Person 1"": ""[Good A, 3 units of money]"",
""Person 2"": ""[Good B, Good D, 4 units of money]"",
""Person 3"": ""[Good C, 0 units of money]""
}",1,2,3,2,3,4,0
4,"{
""Person 1"": [""Good A"", 0],
""Person 2"": [""Good B"", 2],
""Person 3"": [""Good C"", ""Good D"", 5]
}",1,2,3,3,0,2,5
5,"{
""Person 1"": [""Good A"", ""Good D"", ""4 units of money""],
""Person 2"": [""Good B"", ""Good C"", ""1 unit of money""],
""Person 3"": [""3 units of money""]
}",1,2,2,1,4 units of money,1 unit of money,3 units of money
6,"```JSON
{
""Person 1"": ""[Good A, Good D, 0]"",
""Person 2"": ""[Good B, 3]"",
""Person 3"": ""[Good C, 4]""
}
```",1,2,3,1,0,3,4
7,"{
    ""Person 1"": ""[Good D, 0]"",
    ""Person 2"": ""[Good B, Good C, 0]"",
    ""Person 3"": ""[Good A, 7]""
}",3,2,2,1,0,0,7
8,"{
""Person 1"": [""Good A"", ""Good D"", 1],
""Person 2"": [""Good B"", ""Good C"", 4],
""Person 3"": [""1 unit of Good C"", 2]
}",1,2,3,1,1,4,2
9,"{
""Person 1"": [""Good A"", ""Good D"", ""3 units of money""],
""Person 2"": [""Good B"", ""Good C"", ""4 units of money""],
""Person 3"": []
}",1,2,2,1,3,4,0
10,"{
""Person 1"": [""Good A"", 2],
""Person 2"": [""Good C"", 4],
""Person 3"": [""Good B"", ""Good D"", 1]
}",1,3,2,3,2,4,1
11,"{
""Person 1"": ""[Good A, Good D, 5 units of money]"",
""Person 2"": ""[Good B, 1 unit of money]"",
""Person 3"": ""[Good C, 1 unit of money]""
}",1,2,3,1,5,1,1
12,"{
""Person 1"": ""[Good A, Good D, 1]"",
""Person 2"": ""[Good B, Good C, 2]"",
""Person 3"": ""[Good C, 4]""
}",1,2,3,1,1,2,4
13,"{
""Person 1"": [""Good A"", ""Good D"", ""3""],
""Person 2"": [""Good B"", ""Good C"", ""2""],
""Person 3"": [""1""]
}",1,2,2,1,3,2,0
14,"{
""Person 1"": [""Good A"", ""Good D"", ""1 unit of money""],
""Person 2"": [""Good B"", ""Good C"", ""3 units of money""],
""Person 3"": [""1 unit of money""]
}",1,2,2,1,1,3,0
15,"{
""Person 1"": ""[Good A, Good D, 4]"",
""Person 2"": ""[Good B, Good C, 1]"",
""Person 3"": ""[3]""
}",1,2,2,1,4,1,0
16,"{
""Person 1"": ""[Good A, Good D, 0]"",
""Person 2"": ""[Good B, Good C, 7]"",
""Person 3"": ""[2]""
}",1,2,2,1,0,7,0
17,"{
""Person 1"": [""Good A"", ""0 units of money""],
""Person 2"": [""Good B"", ""Good C"", ""3 units of money""],
""Person 3"": [""Good D"", ""4 units of money""]
}",1,2,2,3,0,3,4
18,"{
""Person 1"": ""[Good D, Good B, 1]"",
""Person 2"": ""[Good C, 6]"",
""Person 3"": ""[Good A]""
}",3,1,2,1,1,6,0
19,"{
""Person 1"": [""Good A"", ""Good D"", 1],
""Person 2"": [""Good C"", 6],
""Person 3"": [""Good B""]
}",1,3,2,1,1,6,0
20,"{
""Person 1"": ""[Good A, 3 units of money]"",
""Person 2"": ""[Good B, Good C, 4 units of money]"",
""Person 3"": ""[Good D, Good C, 1 unit of money]""
}",1,2,3,3,3,4,1
21,"{
""Person 1"": [""Good A"", ""Good D"", ""3 units of money""],
""Person 2"": [""Good B"", ""Good C"", ""4 units of money""],
""Person 3"": [""1 unit of money""]
}",1,2,2,1,3,4,1
22,"{
""Person 1"": ""[Good D, 1 unit of money]"",
""Person 2"": ""[Good B, Good C, 5 units of money]"",
""Person 3"": ""[Good A, 1 unit of money]""
}",3,2,2,1,1,5,1
23,"{
""Person 1"": [""Good A"", ""Good D"", 2],
""Person 2"": [""Good B"", ""Good C"", 3],
""Person 3"": [""1""]
}",1,2,2,1,2,3,0
