,Text,Good A,Good B,Good C,Good D,Person 1 money,Person 2 money,Person 3 money
0,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Good D"": ""Person 1"",
""Person 1 money"": 2,
""Person 2 money"": 3,
""Person 3 money"": 2
}",3,2,1,1,2,3,2
1,"{
""Good A"": ""Person 1"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Good D"": ""Person 1"",
""Person 1 money"": 4,
""Person 2 money"": 3,
""Person 3 money"": 0
}",3,2,1,1,2,5,0
2,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Good D"": ""Person 3"",
""Person 1 money"": 0,
""Person 2 money"": 4,
""Person 3 money"": 3
}",1,2,3,1,3,2,2
3,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Good D"": ""Person 1"",
""Person 1 money"": 2,
""Person 2 money"": 3,
""Person 3 money"": 2
}",3,2,3,1,2,3,2
4,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Good D"": ""Person 1"",
""Person 1 money"": 1,
""Person 2 money"": 2,
""Person 3 money"": 4
}",3,2,3,1,1,2,4
5,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 2"",
""Good D"": ""Person 1"",
""Person 1 money"": 6,
""Person 2 money"": 0,
""Person 3 money"": 1
}",3,2,2,1,6,0,1
6,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 2"",
""Good D"": ""Person 1"",
""Person 1 money"": 1,
""Person 2 money"": 2,
""Person 3 money"": 4
}",3,2,1,1,3,2,2
7,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Good D"": ""Person 1"",
""Person 1 money"": 2,
""Person 2 money"": 4,
""Person 3 money"": 1
}",1,2,3,1,1,3,3
8,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Good D"": ""Person 1"",
""Person 1 money"": 3,
""Person 2 money"": 0,
""Person 3 money"": 4
}",1,2,3,1,2,3,2
9,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 2"",
""Good D"": ""Person 1"",
""Person 1 money"": 3,
""Person 2 money"": 4,
""Person 3 money"": 0
}",3,2,1,1,2,3,2
10,"{
""Good A"": ""Person 1"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Good D"": ""Person 1"",
""Person 1 money"": 0,
""Person 2 money"": 3,
""Person 3 money"": 4
}",3,2,1,1,2,3,2
11,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Good D"": ""Person 3"",
""Person 1 money"": 2,
""Person 2 money"": 3,
""Person 3 money"": 2
}",3,2,1,1,4,1,2
