,Text,Good A,Good B,Good C,Good D,Person 1 money,Person 2 money,Person 3 money
0,"{
""Person 1"": [""Good A"", ""2 units of money""],
""Person 2"": [""Good B"", ""Good C"", ""5 units of money""],
""Person 3"": [""Good D"", ""Good C""]
}",1,2,3,3,2,5,0
1,"{
""Person 1"": ""[Good D, 2]"",
""Person 2"": ""[Good B, Good C, 5]"",
""Person 3"": ""[Good A, Good C, 0]""
}",3,2,2,1,2,5,0
2,"{
""Person 1"": [""Good A"", ""Good D"", ""1 unit of money""],
""Person 2"": [""Good B"", ""Good C"", ""4 units of money""],
""Person 3"": [""3 units of money""]
}",1,2,2,1,1 unit of money,4 units of money,3 units of money
3,"{
""Person 1"": ""[Good A, Good D, 1 unit of money]"",
""Person 2"": ""[Good B, Good C, 4 units of money]"",
""Person 3"": ""[3 units of money]""
}",1,2,2,1,1,4,3
4,"{
""Person 1"": [""Good A"", ""Good D"", ""4""],
""Person 2"": [""Good B"", ""Good C"", ""3""],
""Person 3"": [""Good A"", ""3""]
}",3,2,2,1,3,4,0
5,"{
""Person 1"": [""Good C"", ""1""],
""Person 2"": [""Good A"", ""Good B"", ""4""],
""Person 3"": [""Good D"", ""2""]
}",2,2,1,3,1,4,2
6,"{
""Person 1"": [""Good A"", ""Good D"", ""1""],
""Person 2"": [""Good B"", ""Good C"", ""2""],
""Person 3"": [""4""]
}",1,2,2,1,1,2,4
7,"{
""Person 1"": [""Good A"", ""Good D"", ""2 units of money""],
""Person 2"": [""Good B"", ""Good C"", ""5 units of money""],
""Person 3"": [""3 units of money""]
}",1,2,2,1,2,5,0
8,"{
""Person 1"": [""Good A"", ""Good D"", 2],
""Person 2"": [""Good B"", ""Good C"", 5],
""Person 3"": [""3""]
}",1,2,2,1,2,5,0
9,"{
""Person 1"": ""[Good A, Good D, 1]"",
""Person 2"": ""[Good B, Good C, 5]"",
""Person 3"": ""[1]""
}",1,2,2,1,1,5,0
10,"{
""Person 1"": [""Good A"", ""3 units of money""],
""Person 2"": [""Good C"", ""4 units of money""],
""Person 3"": [""Good D"", ""0 units of money""]
}",1,None,2,3,3,4,0
11,"{
""Person 1"": ""[Good A, Good D, 1 unit of money]"",
""Person 2"": ""[Good B, Good C, 2 units of money]"",
""Person 3"": ""[3 units of money]""
}",1,2,2,1,1,2,3
12,"{
""Person 1"": [""Good A"", ""Good D"", ""4""],
""Person 2"": [""Good B"", ""Good C"", ""3""],
""Person 3"": [""1""]
}",1,2,2,1,4,3,0
13,"{
""Person 1"": [""Good A"", ""Good D"", 6],
""Person 2"": [""Good B"", ""Good C"", 1],
""Person 3"": []
}",1,2,2,1,6,1,0
14,"{
""Person 1"": [""Good D"", ""1""],
""Person 2"": [""Good A"", ""Good B"", ""1""],
""Person 3"": [""Good C"", ""5""]
}",2,2,3,1,1,1,5
15,"{
""Person 1"": ""[Good A, 1 Unit of Money]"",
""Person 2"": ""[Good B, Good C, 6 Units of Money]"",
""Person 3"": ""[Good D, 0 Units of Money]""
}",1,2,2,3,1,6,0
16,"{
""Person 1"": [""Good A"", ""Good D"", 3],
""Person 2"": [""Good B"", 4],
""Person 3"": [""Good C"", 0]
}",1,2,3,1,3,4,0
17,"{
""Person 1"": [""Good A"", 4],
""Person 2"": [""Good B"", ""Good C"", 3],
""Person 3"": [""Good D"", 0]
}",1,2,2,3,4,3,0
18,"{
""Person 1"": [""Good A"", ""Good D"", 0],
""Person 2"": [""Good B"", ""Good C"", 7],
""Person 3"": [""None"", ""None"", 0]
}",1,2,2,1,0,7,0
19,"{
""Person 1"": [""Good A"", ""1 unit of money""],
""Person 2"": [""Good C"", ""2 units of money""],
""Person 3"": [""Good D"", ""4 units of money""]
}",1,None,2,3,1 unit,2 units,4 units
20,"{
""Person 1"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""4""],
""Person 3"": [""Good C"", ""Good D"", ""0""]
}",1,2,3,3,3,4,0
21,"{
""Person 1"": [""Good A"", 4],
""Person 2"": [""Good C"", 5],
""Person 3"": [""Good B"", ""Good D"", 1]
}",1,3,2,3,4,5,1
22,"{
""Person 1"": [""Good A"", ""2 units of money""],
""Person 2"": [""Good B"", ""3 units of money""],
""Person 3"": [""Good C"", ""Good D"", ""2 units of money""]
}
",1,2,3,3,2,3,2
23,"{
""Person 1"": [""Good A"", ""Good B"", 3],
""Person 2"": [""Good C"", 4],
""Person 3"": [""Good D"", 0]
}",1,1,2,3,3,4,0
24,"{
""Person 1"": ""[(Good A), (Good D), (3)]""
""Person 2"": ""[(Good B), (Good C), (3)]""
""Person 3"": ""[(Good C), (1)]""
}",1,2,3,1,3,3,1
25,"{
""Person 1"": ""[Good A, Good D, 0]"",
""Person 2"": ""[Good B, 5]"",
""Person 3"": ""[Good C, 2]""
}",1,2,3,1,0,5,2
26,"{
  ""Person 1"": [""Good A"", ""Good D"", ""5""],
  ""Person 2"": [""Good B"", ""Good C"", ""1""],
  ""Person 3"": [""1""]
}",1,2,2,1,5,1,0
27,"{
""Person 1"": [""Good A"", ""Good D"", 2],
""Person 2"": [""Good B"", ""Good C"", 3],
""Person 3"": [""Good C"", 2]
}",1,2,3,1,2,3,2
28,"{
""Person 1"": [""Good A"", 2],
""Person 2"": [""Good C"", ""Good D"", 3],
""Person 3"": [""Good B"", 2]
}",1,3,2,2,2,3,2
29,"{
""Person 1"": ""[Good A, 6]"",
""Person 2"": ""[Good B, Good C, 1]"",
""Person 3"": ""[Good D, 0]""
}",1,2,2,3,6,1,0
30,"{
""Person 1"": ""[Good A, Good D, 1 unit of money]""
""Person 2"": ""[Good C, 2 units of money]""
""Person 3"": ""[Good B, 4 units of money]""
}",1,3,2,1,1,2,4
31,"{
""Person 1"": [""Good A"", ""Good D"", 3],
""Person 2"": [""Good C"", 2],
""Person 3"": [""Good B"", 2]
}",1,3,2,1,3,2,2
32,"{
""Person 1"": [""Good A"", ""Good D"", 1],
""Person 2"": [""Good B"", ""Good C"", 2],
""Person 3"": [""2 units of money"", ""5 units of money""]
}",1,2,2,1,1,2,5
33,"{
""Person 1"": [""Good D"", ""7""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good A""]
}",3,2,2,1,7,0,0
34,"{
""Person 1"": [""Good D"", ""5""],
""Person 2"": [""Good B"", ""Good C"", ""2""],
""Person 3"": [""Good A"", ""Good C""]
}",3,2,3,1,0,2,5
35,"{
""Person 1"": ""[Good A, $3]"",
""Person 2"": ""[Good C, $2]"",
""Person 3"": ""[Good D, $2]""
}",1,None,2,3,$3,$2,$2
36,"{
""Person 1"": ""[Good A, Good D, 1 unit of money]"",
""Person 2"": ""[Good B, Good C, 5 units of money]"",
""Person 3"": ""[3 units of money]""
}",1,2,2,1,1,5,0
37,"``` JSON
{
""Person 1"": [""Good A"", ""3 units of money""],
""Person 2"": [""Good B"", ""4 units of money""],
""Person 3"": [""Good C"", ""Good D"", ""0 units of money""]
}
```",1,2,3,3,3,4,0
38,"{
""Person 1"": [""Good A"", ""2 units of money""],
""Person 2"": [""Good B"", ""Good C"", ""5 units of money""],
""Person 3"": [""Good D""]
}",1,2,2,3,2,5,0
39,"{
  ""Person 1"": [""Good A"", ""2""],
  ""Person 2"": [""Good B"", ""Good C"", ""1""],
  ""Person 3"": [""Good D"", ""4""]
}",1,2,2,3,2,1,4
