,Text,Tokens,Good A,Good B,Good C,Good D,Person 1 money,Person 2 money,Person 3 money
0,"{
""Person 1"": ""[Good D, 3]"",
""Person 2"": ""[Good C, 2]"",
""Person 3"": ""[Good A, 2]""
}",1178,3,None,2,1,0,2,2
1,"{
""Person 1"": ""[Good D], 0"",
""Person 2"": ""[Good C], 3"",
""Person 3"": ""[Good A], 4""
}",1178,3,None,2,1,0,3,4
2,"{
""Person 1"": ""[Good A, Good D, 3]"",
""Person 2"": ""[Good B, Good C, 4]"",
""Person 3"": ""[Good C, Good D, 0]""
}",1198,3,2,1,1,3,4,0
3,"{
""Person 1"": ""[Good A, 45]"",
""Person 2"": ""[Good C, 40]"",
""Person 3"": ""[Good A, 52, Good B, 1]""
}",1190,3,None,2,1,3,4,0
4,"{
""Person 1"": ""[Good A, Good D, 1]"",
""Person 2"": ""[Good C, 3]"",
""Person 3"": ""[Good A, Good C, 3]""
}",1190,3,None,2,1,1,3,3
5,"{
""Person 1"": ""[Good A, 4]"",
""Person 2"": ""[Good C, 3]"",
""Person 3"": ""[Good A, 3, Good C, 1]""
}",1188,3,None,1,None,3,4,0
6,"{
""Person 1"": ""[Good D, 2]"",
""Person 2"": ""[Good C, 3]"",
""Person 3"": ""[Good A, Good B, 2]""
}",1185,3,None,2,1,0,3,2
7,"{
""Person 1"": ""[Good A, 0]"",
""Person 2"": ""[Good C, 2]"",
""Person 3"": ""[Good A, Good D, 5]""
}",1184,3,None,2,3,0,2,5
8,"{
""Person 1"": ""[(Good D), 2]"",
""Person 2"": ""[(Good C), 3]"",
""Person 3"": ""[(Good A), 2]""
}",1184,3,None,1,2,0,2,5
9,"{
""Person 1"": ""[Good A, Good D, 2]"",
""Person 2"": ""[Good C, 4]"",
""Person 3"": ""[Good A, Good B, Good C, 1]""
}",1196,3,None,2,1,0,4,1
10,"{
""Person 1"": ""[(Good A, Good D), 2]"",
""Person 2"": ""[(Good C), 5]"",
""Person 3"": ""[(Good B), 0]""
}",1190,3,None,2,1,2,5,0
11,"{
""Person 1"": ""[Good A, 3]"",
""Person 2"": ""[Good C, 4]"",
""Person 3"": ""[Good B, Good D, 3]""
}",1184,3,None,2,1,3,4,0
12,"{
""Person 1"": ""[(Good A, Good D), 2]"",
""Person 2"": ""[(Good C), 3]"",
""Person 3"": ""[(Good B), 2]""
}",1190,3,None,2,1,2,3,2
13,"{
""Person 1"": ""[(Good A), 0]"",
""Person 2"": ""[(Good C), 3]"",
""Person 3"": ""[(Good A, Good D), 4]""
}",1190,3,None,2,3,0,3,4
14,"{
""Person 1"": ""[(Good A, Good D), 3]"",
""Person 2"": ""[(Good C), 4]"",
""Person 3"": ""[(Good A, Good C), 0]"",
}",1194,3,None,None,1,3,4,0
15,"{
""Person 1"": ""[(Good D), 3]"",
""Person 2"": ""[(Good C), 4]"",
""Person 3"": ""[(Good A, Good B), 0]""
}",1191,3,None,2,1,0,3,4
16,"{
""Person 1"": ""[Good A, $3]"",
""Person 2"": ""[Good C, $4]"",
""Person 3"": ""[Good A, Good D, $0]"",
}",1182,3,None,2,None,0,3,4
17,"{
""Person 1"": ""[Good D, 4]"",
""Person 2"": ""[Good C, 2]"",
""Person 3"": ""[Good A, 1]""
}",1178,3,None,2,1,0,2,1
