,Text,Tokens,Good A,Good B,Good C,You money,Person 2 money,Person 3 money
0,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0""
}",1237,3,2,You,3,6,0
1,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0""
}",1237,3,2,You,3,6,0
2,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""6"",
""Person 2 money"": ""3"",
""Person 3 money"": ""0""
}",1237,2,None,3,3,6,0
3,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0""
}",1237,3,2,You,3,6,0
4,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0""
}",1237,3,2,You,3,6,0
5,"{
  ""Good A"": ""None"",
  ""Good B"": ""Person 2"",
  ""Good C"": ""You"",
  ""You money"": ""5"",
  ""Person 2 money"": ""4"",
  ""Person 3 money"": ""0""
}",1254,3,2,You,2,3,4
6,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""4"",
""Person 3 money"": ""2""
}",1237,2,3,You,2,4,3
7,"```json
{
""Good A"": ""Person 3"",
""Good B"": ""None"",
""Good C"": ""Person 2"",
""You money"": 3,
""Person 2 money"": 3,
""Person 3 money"": 3
}
```",1250,3,None,2,3,3,3
8,"{
""Good A"": ""Person 3"",
""Good B"": ""None"",
""Good C"": ""Person 2"",
""You money"": ""3"",
""Person 2 money"": ""4"",
""Person 3 money"": ""2"",
}",1237,3,None,2,3,4,2
9,"{
  ""Good A"": ""Person 3"",
  ""Good B"": ""None"",
  ""Good C"": ""Person 2"",
  ""You money"": ""4"",
  ""Person 2 money"": ""5"",
  ""Person 3 money"": ""0""
}",1258,3,None,2,4,5,0
10,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""5"",
""Person 2 money"": ""2"",
""Person 3 money"": ""2""
}",1237,3,2,You,5,2,2
11,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0""
}",1237,3,2,You,3,6,0
12,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0""
}",1237,3,2,You,3,6,0
13,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""3"",
""Person 3 money"": ""3""
}",1237,2,3,You,2,2,5
14,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0""
}",1244,2,3,You,3,6,0
15,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0""
}",1237,3,2,You,3,6,0
16,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""4"",
""Person 3 money"": ""2""
}",1237,3,2,You,3,4,2
17,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""4"",
""Person 2 money"": ""5"",
""Person 3 money"": ""0""
}",1237,3,2,You,4,5,0
18,"{
""Good A"": ""Person 2"",
""Good B"": ""None"",
""Good C"": ""You"",
""You money"": ""4"",
""Person 2 money"": ""5"",
""Person 3 money"": ""0""
}",1231,2,None,You,4,5,0
19,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""4"",
""Person 2 money"": ""5"",
""Person 3 money"": ""0""
}",1237,3,2,You,4,5,0
20,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""3"",
""Person 3 money"": ""3""
}",1237,3,2,You,3,3,3
21,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""4"",
""Person 2 money"": ""1"",
""Person 3 money"": ""4""
}",1237,3,2,You,4,1,4
22,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""4"",
""Person 2 money"": ""3"",
""Person 3 money"": ""2""
}",1237,3,2,You,4,3,2
23,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0"",
}",1237,3,None,2,3,0,6
24,"{
""Good A"": ""Person 3"",
""Good B"": ""None"",
""Good C"": ""Person 2"",
""You money"": ""3"",
""Person 2 money"": ""4"",
""Person 3 money"": ""2""
}",1237,3,None,2,3,4,2
25,"{
  ""Good A"": ""Person 3"",
  ""Good B"": ""Person 2"",
  ""Good C"": ""You"",
  ""You money"": ""3"",
  ""Person 2 money"": ""3"",
  ""Person 3 money"": ""3""
}",1258,3,None,2,3,0,6
26,"{
""Good A"": ""Person 3"",
""Good B"": ""None"",
""Good C"": ""Person 2"",
""You money"": ""4"",
""Person 2 money"": ""3"",
""Person 3 money"": ""2""
}",1237,3,None,2,4,3,2
