,Text,Tokens,Good A,Good B,Good C,You money,Person 2 money,Person 3 money
0,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0""
}",1265,3,2,You,3,6,0
1,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0""
}",1265,3,2,You,3,6,0
2,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""0"",
""Person 3 money"": ""6""
}",1265,3,2,You,3,0,6
3,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0""
}",1265,2,None,3,3,6,0
4,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0""
}",1265,3,2,You,3,6,0
5,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""5"",
""Person 2 money"": ""2"",
""Person 3 money"": ""2""
}",1265,3,2,You,5,2,2
6,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0""
}",1265,2,You,3,2,4,3
7,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""4"",
""Person 3 money"": ""2""
}",1265,2,You,3,2,4,3
8,"{
  ""Good A"": ""Person 2"",
  ""Good B"": ""Person 3"",
  ""Good C"": ""You"",
  ""You money"": ""1"",
  ""Person 2 money"": ""8"",
  ""Person 3 money"": ""0""
}",1286,2,You,3,3,6,0
9,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""6"",
""Person 2 money"": ""3"",
""Person 3 money"": ""0""
}",1265,3,2,You,6,3,0
10,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""6"",
""Person 3 money"": ""0""
}",1265,2,You,3,3,6,0
11,"{
""Good A"": ""You"",
""Good B"": ""None"",
""Good C"": ""Person 2"",
""You money"": ""4"",
""Person 2 money"": ""5"",
""Person 3 money"": ""0""
}",1261,3,None,2,2,3,4
12,"{
""Good A"": ""You"",
""Good B"": ""Person 3"",
""Good C"": ""Person 2"",
""You money"": ""3"",
""Person 2 money"": ""3"",
""Person 3 money"": ""3""
}",1265,3,You,2,3,3,3
13,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""4"",
""Person 2 money"": ""3"",
""Person 3 money"": ""2""
}",1265,3,2,You,4,3,2
14,"{
""Good A"": ""Person 3"",
""Good B"": ""None"",
""Good C"": ""You"",
""You money"": ""5"",
""Person 2 money"": ""4"",
""Person 3 money"": ""0""
}",1259,3,None,You,5,4,0
15,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""4"",
""Person 2 money"": ""5"",
""Person 3 money"": ""0""
}",1265,3,2,You,4,5,0
