,Text,Good A,Good B,Good C
0,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""]
}",1,2,2
1,"{
""Person 1"": ""Good A, Good B"",
""Person 2"": ""Good C""
}",1,1,2
2,"{
""Person 1"": ""Good A"",
""Person 2"": ""Good B, Good C""
}",1,2,2
3,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""]
}",1,2,2
4,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
5,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
6,"{
  ""Person 1"": [
    ""Good A""
  ],
  ""Person 2"": [
    ""Good B"",
    ""Good C""
  ]
}",1,2,2
7,"{
""Person 1"": ""Good B"",
""Person 2"": ""[Good A, Good C]""
}",2,1,2
8,"{
""Person 1"": ""Good A, Good B"",
""Person 2"": ""Good C""
}",1,1,2
9,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
10,"{
""Person 1"": ""Good A"",
""Person 2"": ""Good B, Good C""
}",1,2,2
11,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
12,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
13,"```
{
""Person 1"": ""Good A, Good C"",
""Person 2"": ""Good B""
}
```",1,2,1
14,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
15,"{
""Person 1"": ""Good A"",
""Person 2"": ""Good B, Good C""
}",1,2,2
16,"{
""Person 1"": ""Good A, Good C"",
""Person 2"": ""Good B""
}",1,2,1
17,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
18,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
19,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
20,"{
""Person 1"": ""Good A, Good B"",
""Person 2"": ""Good C""
}",1,1,2
21,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
22,"{
""Person 1"": ""Good A, Good B"",
""Person 2"": ""Good C""
}",1,1,2
23,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
24,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""]
}",1,2,2
25,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""]
}",1,2,2
26,"{
""Person 1"": ""[Good A, Good B]"",
""Person 2"": ""[Good C]""
}",1,1,2
27,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
28,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
29,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
30,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
31,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
32,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
33,"{
""Person 1"": ""Good A, Good C"",
""Person 2"": ""Good B""
}",1,2,1
34,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
35,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""]
}",1,2,2
36,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
37,"{
""Person 1"": ""Good A"",
""Person 2"": ""Good B, Good C""
}",1,2,2
38,"{
""Person 1"": ""Good A"",
""Person 2"": ""Good B, Good C""
}",1,2,2
39,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
40,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
