,Text,Good A,Good B,Good C,You money,Person 2 money,Person 3 money
0,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good C"", ""6""],
""Person 3"": [""Good B"", ""0""]
}",You,3,2,3,6,0
1,"{
""You"": [""Good A"", ""Good C"", ""2""],
""Person 2"": [""Good B"", ""7""],
""Person 3"": [""4""]
}",You,2,You,2,7,0
2,"{
""You"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""3""],
""Person 3"": [""Good C"", ""4""]
}",You,2,3,2,3,4
3,"``` JSON
{
""You"": [""Good A"", 2],
""Person 2"": [""Good B"", 3],
""Person 3"": [""Good C"", 4]
}
```",You,2,3,2,3,4
4,"{
""You"": [""Good A"", ""Good C"", ""3""],
""Person 2"": [""Good B"", ""6""],
""Person 3"": [""4""]
}",You,2,You,3,6,0
5,"{
""You"": ""[Good A, 2]"",
""Person 2"": ""[Good B, 4]"",
""Person 3"": ""[Good C, 3]""
}",You,2,3,2,4,3
6,"{
""You"": [""Good A"", ""Good C"", 4],
""Person 2"": [""Good B"", 5],
""Person 3"": [""2""]
}",You,2,You,4,5,0
7,"{
""You"": ""[Good C,  6]"",
""Person 2"": ""[Good A,  3]"",
""Person 3"": ""[Good B,  0]""
}",2,3,You,6,3,0
8,"{
""You"": [""Good A""],
""Person 2"": [""Good B"", ""3 units of money""],
""Person 3"": [""Good C"", ""6 units of money""]
}",You,2,3,0,3,6
9,"{
""You"": [""Good A"", ""1""],
""Person 2"": [""Good B"", ""4""],
""Person 3"": [""Good C"", ""4""]
}",You,2,3,1,4,4
10,"```json
{
""You"": [""Good A"", 4],
""Person 2"": [""Good B"", ""Good C"", 5],
""Person 3"": [""3""]
}
```",You,2,2,4,5,0
11,"{
""You"": [""Good A"", ""Good C"", ""4""],
""Person 2"": [""Good B"", ""5""],
""Person 3"": [""1""]
}",You,2,You,4,5,0
12,"{
""You"": [""Good A"", 3],
""Person 2"": [""Good B"", 6],
""Person 3"": [""Good C"", 0]
}",You,2,3,3,6,0
13,"{
""You"": [""Good A"", 4],
""Person 2"": [""Good B"", 5],
""Person 3"": [""Good C""]
}",You,2,3,4,5,0
14,"{
""You"": [""Good A"", ""4""],
""Person 2"": [""Good B"", ""5""],
""Person 3"": [""Good C"", ""0""]
}",You,2,3,4,5,0
15,"{
""You"": [""Good A"", 4],
""Person 2"": [""Good B"", 5],
""Person 3"": [""Good C"", 0]
}",You,2,3,4,5,0
16,"{
""You"": ""[Good C, Good A, 4]"",
""Person 2"": ""[Good B, 5]"",
""Person 3"": ""[6]""
}",You,2,You,4,5,0
17,"{
""You"": [""Good C"", ""3""],
""Person 2"": [""Good A"", ""6""],
""Person 3"": [""Good B"", ""0""]
}",2,3,You,3,6,0
18,"{
""You"": [""Good C""],
""Person 2"": [""Good B""],
""Person 3"": [""Good A"", ""4""]
}",3,2,You,0,0,4
19,"{
""You"": [""Good A"", ""Good B"", 3],
""Person 2"": [""Good C"", 6],
""Person 3"": [0, 0]
}",You,You,2,3,6,0
20,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""3""],
""Person 3"": [""Good C"", ""3""]
}",You,2,3,3,3,3
21,"{
""You"": [""Good A"", 3],
""Person 2"": [""Good B"", 6],
""Person 3"": [""Good C"", 0]
}",You,2,3,3,6,0
22,"{
""You"": [""Good A"", 8],
""Person 2"": [""Good B"", 1],
""Person 3"": [""Good C"", 0]
}",You,2,3,8,1,0
23,"{
""You"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""5""],
""Person 3"": [""Good C"", ""2""]
}",You,2,3,2,5,2
24,"{
""You"": [""Good A"", 4],
""Person 2"": [""Good B"", ""Good C"", 5],
""Person 3"": [""None"", 0]
}",You,2,2,4,5,0
25,"{
""You"": [""Good A"", 7],
""Person 2"": [""Good B"", 2],
""Person 3"": [""Good C"", 0]
}",You,2,3,7,2,0
26,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""Good C"", ""3""],
""Person 3"": [""4""]
}",You,2,2,3,3,4
27,"{
""You"": [""Good A"", 4],
""Person 2"": [""Good B"", 5],
""Person 3"": [""Good C"", 0]
}",You,2,3,4,5,0
28,"{
""You"": [""Good A"", ""Good C"", 2],
""Person 2"": [""Good B"", 6],
""Person 3"": [""1""]
}",You,2,You,2,6,1
29,"```JSON
{
""You"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""Good C"", ""7""],
""Person 3"": [""5""]
}
```",You,2,2,2,7,0
30,"```JSON
{
  ""You"": [""Good A"", 3],
  ""Person 2"": [""Good B"", 6],
  ""Person 3"": [""Good C""]
}
```",You,2,3,3,6,0
31,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""5""],
""Person 3"": [""Good C"", ""1""]
}",You,2,3,3,5,1
32,"{
""You"": [""Good A"", ""2 units of money""],
""Person 2"": [""Good C"", ""5 units of money""],
""Person 3"": [""Good B"", ""2 units of money""]
}",You,3,2,2,5,2
33,"{
""You"": [""Good A"", ""2""],
""Person 2"": [""Good C"", ""4""],
""Person 3"": [""Good B"", ""3""]
}",You,3,2,2,4,3
34,"{
""You"": [""Good A"", ""Good C"", 1],
""Person 2"": [""Good B"", 5],
""Person 3"": [3]
}",You,2,You,1,5,3
35,"{
""You"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""7""],
""Person 3"": [""Good C"", ""0""]
}",You,2,3,2,7,0
36,"{
""You"": ""[Good A, 4]"",
""Person 2"": ""[Good B, 5]"",
""Person 3"": ""[Good C, 0]""
}",You,2,None,4,5,0
37,"{
""You"": [""Good C"", ""3""],
""Person 2"": [""Good A"", ""4""],
""Person 3"": [""Good B"", ""2""]
}",2,3,You,3,4,2
38,"{
""You"": ""[Good A, 5]"",
""Person 2"": ""[Good B, Good C, 4]"",
""Person 3"": ""[3]""
}",You,2,2,5,4,0
39,"``` JSON
{
""You"": ""[Good A, Good B, 4]"",
""Person 2"": ""[Good C, 5]"",
""Person 3"": ""[3]""
}
```",You,You,2,4,5,0
40,"{
""You"": [""Good A"", ""Good C"", ""4""],
""Person 2"": [""Good B"", ""5""],
""Person 3"": [""0"", ""0""]
}",You,2,You,4,5,0
41,"{
""You"": [""Good A"", ""4""],
""Person 2"": [""Good B"", ""Good C"", ""5""],
""Person 3"": [""3""]
}",You,2,2,4,5,0
42,"{
""You"": [""Good A"", 1],
""Person 2"": [""Good C"", 7],
""Person 3"": [""Good B"", 1]
}",You,3,2,1,7,1
43,"{
""You"": [""Good A"", 2],
""Person 2"": [""Good B"", 7],
""Person 3"": [""Good C"", 0]
}",You,2,None,2,7,0
44,"{
""You"": [""Good C"", 4],
""Person 2"": [""Good A"", 5],
""Person 3"": [""Good B"", 0]
}",2,3,You,4,5,0
45,"{
""You"": [""Good A"", ""Good C"", 6],
""Person 2"": [""Good B"", 3],
""Person 3"": []
}",You,2,You,6,3,0
46,"{
""You"": ""[Good A, Good C, 0]"",
""Person 2"": ""[Good B, 6]"",
""Person 3"": ""[3]""
}",You,2,You,0,6,3
47,"{
""You"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""6""]
}",You,2,2,0,6,3
48,"{
""You"": [""Good A""],
""Person 2"": [""Good B"", ""9""],
""Person 3"": [""Good C""]
}",You,2,3,0,9,0
49,"{
""You"": [""Good A"", ""Good C"", ""3 units of money""],
""Person 2"": [""Good B"", ""6 units of money""],
""Person 3"": [""2 units of money""]
}",You,2,You,3 units,6 units,0 units
50,"{
""You"": [""Good C"", 6],
""Person 2"": [""Good A"", ""Good B"", 3],
""Person 3"": [""4""]
}",2,2,You,6,3,0
51,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""6""],
""Person 3"": [""Good C"", ""0""]
}",You,2,3,3,6,0
52,"{
""You"": [""Good A"", ""1""],
""Person 2"": [""Good C"", ""5""],
""Person 3"": [""Good B"", ""3""]
}",You,3,2,1,5,3
53,"{
""You"": [""Good A"", ""4""],
""Person 2"": [""Good B"", ""3""],
""Person 3"": [""Good C"", ""2""]
}",You,2,3,4,3,2
54,"{
""You"": [""Good A"", 6],
""Person 2"": [""Good B"", 3],
""Person 3"": [""Good C"", 0]
}",You,2,3,6,3,0
55,"{
""You"": [""Good A"", 9],
""Person 2"": [""Good B"", 0],
""Person 3"": [""Good C"", 0]
}",You,2,3,9,0,0
56,"{
""You"": [""Good A"", 4],
""Person 2"": [""Good C"", 5],
""Person 3"": [""Good B""]
}",You,3,2,4,5,0
57,"{
""You"": [""Good C"", ""1""],
""Person 2"": [""Good A"", ""5""],
""Person 3"": [""Good B"", ""3""]
}",2,3,You,1,5,3
58,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""3""],
""Person 3"": [""Good C"", ""3""]
}",You,2,3,3,3,3
59,"{
""You"": [""Good A"", 2],  
""Person 2"": [""Good B"", 1], 
""Person 3"": [""Good C"", 6]
}",You,2,3,2,1,6
60,"{
""You"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""5""],
""Person 3"": [""Good C"", ""2""]
}",You,2,3,2,5,2
61,"{
""You"": ""[(Good A), 3]"",
""Person 2"": ""[(Good B), 6]"",
""Person 3"": ""[(Good C)]""
}",You,2,3,3,6,0
62,"{
""You"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""5""],
""Person 3"": [""Good C"", ""2""]
}",You,2,3,2,5,2
63,"{
""You"": [""Good A"", ""4""],
""Person 2"": [""Good B"", ""Good C"", ""3""],
""Person 3"": [""Money (2)""]
}",You,2,2,4,3,0
64,"{
""You"": [""Good A"", 4],
""Person 2"": [""Good B"", 5],
""Person 3"": [""Good C"", 0]
}",You,2,None,4,5,0
65,"{
""You"": ""[Good A, 2]"",
""Person 2"": ""[Good B, 7]"",
""Person 3"": ""[Good C, 0]""
}",You,2,None,2,7,0
66,"{
""You"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""4""],
""Person 3"": [""Good C"", ""3""]
}",You,2,3,2,4,3
