,Text,Good A,Good B,Good C,You money,Person 2 money,Person 3 money
0,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""2"",
""Person 2 money"": ""3"",
""Person 3 money"": ""4""
}",You,2,3,0,4,5
1,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""4"",
""Person 2 money"": ""3"",
""Person 3 money"": ""2""
}",You,2,3,0,4,5
2,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""3"",
""Person 2 money"": ""3"",
""Person 3 money"": ""3""
}",You,2,3,3,3,3
3,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""1"",
""Person 2 money"": ""4"",
""Person 3 money"": ""4""
}",You,You,3,0,0,9
4,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""3"",
""Person 2 money"": ""0"",
""Person 3 money"": ""6""
}",You,2,3,3,0,6
5,"{
""Good A"": ""You"",
""Good B"": ""Person 3"",
""Good C"": ""Person 2"",
""You money"": ""0"",
""Person 2 money"": ""0"",
""Person 3 money"": ""9""
}",You,2,3,3,3,3
6,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""3"",
""Person 2 money"": ""3"",
""Person 3 money"": ""3""
}",You,2,3,3,3,3
7,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""2"",
""Person 2 money"": ""3"",
""Person 3 money"": ""4""
}",3,2,You,2,3,4
8,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""None"",
""You money"": ""0"",
""Person 2 money"": ""3"",
""Person 3 money"": ""6""
}",You,2,3,0,0,9
9,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""0"",
""Person 2 money"": ""6"",
""Person 3 money"": ""3""
}",You,2,3,0,6,3
10,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""4"",
""Person 2 money"": ""1"",
""Person 3 money"": ""4""
}",You,2,3,4,3,2
11,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""1"",
""Person 2 money"": ""4"",
""Person 3 money"": ""4""
}",You,2,3,0,6,3
12,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 2"",
""You money"": ""3"",
""Person 2 money"": ""4"",
""Person 3 money"": ""2""
}",You,2,3,3,3,3
13,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""6"",
""Person 2 money"": ""2"",
""Person 3 money"": ""1""
}",3,2,You,4,3,2
14,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""7"",
""Person 2 money"": ""1"",
""Person 3 money"": ""1""
}",You,2,3,0,6,3
15,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""0"",
""Person 2 money"": ""5"",
""Person 3 money"": ""4""
}",You,2,3,5,2,2
16,"``` JSON
{
  ""Good A"": ""You"",
  ""Good B"": ""Person 2"",
  ""Good C"": ""Person 3"",
  ""You money"": ""0"",
  ""Person 2 money"": ""6"",
  ""Person 3 money"": ""3""
}
```",You,2,3,0,6,3
17,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""1"",
""Person 2 money"": ""4"",
""Person 3 money"": ""4""
}",You,2,3,1,4,4
18,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""3"",
""Person 2 money"": ""3"",
""Person 3 money"": ""3""
}",You,2,3,3,3,3
19,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""5"",
""Person 2 money"": ""2"",
""Person 3 money"": ""2""
}",You,2,3,5,2,2
20,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""2"",
""Person 2 money"": ""5"",
""Person 3 money"": ""2""
}",You,2,3,3,3,3
21,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""0"",
""Person 2 money"": ""9"",
""Person 3 money"": ""0""
}",You,You,2,0,6,3
22,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""You"",
""You money"": 1.5,
""Person 2 money"": 4.5,
""Person 3 money"": 3
}",You,2,3,3,3,3
23,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""6"",
""Person 2 money"": ""3"",
""Person 3 money"": ""0""
}",3,2,You,3,3,3
24,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""3"",
""Person 2 money"": ""3"",
""Person 3 money"": ""3""
}",You,2,3,3,3,3
25,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 4,
""Person 2 money"": 3,
""Person 3 money"": 2
}",You,2,3,4,3,2
