,Text,Tokens,Good A,Good B,Good C,You money,Person 2 money,Person 3 money
0,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 3,
""Person 2 money"": 6,
""Person 3 money"": 0
}",0,You,2,3,3,6,0
1,"```JSON
{
""Good A"": ""You"",
""Good B"": ""Person 3"",
""Good C"": ""Person 2"",
""You money"": 7,
""Person 2 money"": 2,
""Person 3 money"": 0
}
```",0,You,2,3,4,3,2
2,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": ""1"",
""Person 2 money"": ""5"",
""Person 3 money"": ""3""
}",0,You,2,3,1,5,3
3,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 3,
""Person 2 money"": 3,
""Person 3 money"": 3
}",0,3,You,2,2,4,3
4,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 6,
""Person 2 money"": 3,
""Person 3 money"": 0
}",0,You,2,3,6,3,0
5,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 2"",
""You money"": 1,
""Person 2 money"": 4,
""Person 3 money"": 4
}",0,You,2,3,0,5,4
6,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 3,
""Person 2 money"": 6,
""Person 3 money"": 0
}",0,You,2,3,3,6,0
7,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 0,
""Person 2 money"": 9,
""Person 3 money"": 0
}",0,You,2,3,0,9,0
8,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 1,
""Person 2 money"": 3,
""Person 3 money"": 5
}",0,You,2,3,0,6,3
9,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 5,
""Person 2 money"": 0,
""Person 3 money"": 4
}",0,You,2,3,5,0,4
