,Text,Tokens,Good A,Good B,Good C,You money,Person 2 money,Person 3 money
0,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 2"",
""You money"": 3,
""Person 2 money"": 3,
""Person 3 money"": 3
}",0,You,2,3,0,0,9
1,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": 5,
""Person 2 money"": 2,
""Person 3 money"": 2
}",0,You,2,You,5,2,2
2,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 1,
""Person 2 money"": 4,
""Person 3 money"": 4
}",0,You,2,3,1,4,4
3,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 3,
""Person 2 money"": 3,
""Person 3 money"": 3
}",0,You,2,3,3,3,3
4,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 3,
""Person 2 money"": 2,
""Person 3 money"": 4
}",0,You,2,3,3,2,4
5,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 0,
""Person 2 money"": 3,
""Person 3 money"": 6
}",0,You,2,3,0,3,6
6,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 3,
""Person 2 money"": 4,
""Person 3 money"": 2
}",0,You,2,3,3,4,2
7,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 0,
""Person 2 money"": 9,
""Person 3 money"": 0
}",0,You,2,3,3,3,3
8,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 0,
""Person 2 money"": 5,
""Person 3 money"": 4
}",0,You,2,3,0,5,4
9,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 4,
""Person 2 money"": 3,
""Person 3 money"": 2
}",0,You,2,3,4,3,2
10,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 6,
""Person 2 money"": 2,
""Person 3 money"": 1
}",0,You,2,3,4,2,3
11,"{
""Good A"": ""You"", 
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 6,
""Person 2 money"": 2, 
""Person 3 money"": 1
}",0,You,3,2,3,3,3
12,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": 3,
""Person 2 money"": 6,
""Person 3 money"": 0
}",0,2,You,3,0,9,0
13,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 3,
""Person 2 money"": 3,
""Person 3 money"": 3
}",0,You,2,3,3,3,3
14,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""You money"": ""5"",
""Person 2 money"": ""2"",
""Person 3 money"": ""2""
}",0,You,2,3,3,3,3
15,"{
""Good A"": ""You"",
""Good B"": ""Person 3"",
""Good C"": ""Person 2"",
""You money"": ""0"",
""Person 2 money"": ""0"",
""Person 3 money"": ""9""
}",0,You,2,3,3,3,3
16,"``` JSON 
{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 0,
""Person 2 money"": 9,
""Person 3 money"": 0
}
```",0,You,2,3,0,9,0
17,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""None"",
""You money"": 0,
""Person 2 money"": 3,
""Person 3 money"": 6
}",0,3,2,You,3,3,3
18,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 4,
""Person 2 money"": 3,
""Person 3 money"": 2
}",0,You,2,3,4,3,2
19,"{
""Good A"": ""You"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""You money"": 3,
""Person 2 money"": 0,
""Person 3 money"": 6
}",0,You,2,3,3,0,6
