,Text,Good A,Good B,Good C,Good D
0,"{
""Person 1"": [Good A, Good D],
""Person 2"": [Good C],
""Person 3"": [Good B]
}",1,3,2,1
1,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good A"", ""Good D""]
}",1,2,2,1
2,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good D""]
}",1,2,2,3
3,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good C""],
""Person 3"": [""Good B""]
}",1,3,2,1
4,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": ["" "" ]
}",1,2,2,1
5,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good D""]
}",1,2,2,3
6,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good D""]
}",1,2,2,3
7,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": []
}",1,2,2,1
8,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": []
}",1,2,2,1
9,"{
""Person 1"": ""Good D"",
""Person 2"": ""Good C"",
""Person 3"": ""Good A, Good B""
}",3,3,2,1
10,"{
""Person 1"": ""Good A"",
""Person 2"": ""Good B, Good C"",
""Person 3"": ""Good D""
}",1,2,2,3
11,"{
""Person 1"": ""Good A"",
""Person 2"": ""Good B, Good C"",
""Person 3"": ""Good D""
}",1,2,2,3
12,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": []
}",1,2,2,1
13,"{
    ""Person 1"": [""Good A"", ""Good D""],
    ""Person 2"": [""Good B"", ""Good C""],
    ""Person 3"": [""Good C""]
}",1,2,2,1
14,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": []
}",1,2,2,1
15,"{
""Person 1"": ""Good A, Good D"",
""Person 2"": ""Good B, Good C"",
""Person 3"": ""None""
}",1,2,2,1
16,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": []
}",1,2,2,1
17,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good C""],
""Person 3"": [""Good B""]
}",1,3,2,1
18,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""None""]
}",1,2,2,1
19,"{
""Person 1"": [""Good D""],
""Person 2"": [""Good C""],
""Person 3"": [""Good A"", ""Good B""]
}",3,3,2,1
20,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B"", ""Good D""],
""Person 3"": []
}",1,2,1,2
21,"```json
{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": []
}
```",1,2,2,1
22,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": []
}",1,2,2,1
23,"{
""Person 1"": ""Good A, Good D"",
""Person 2"": ""Good B, Good C"",
""Person 3"": """"
}",1,2,2,1
24,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": []
}",1,2,2,1
25,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good D""]
}",1,2,2,3
26,"```json
{
  ""Person 1"": [""Good A"", ""Good D""],
  ""Person 2"": [""Good C"", ""Good B""],
  ""Person 3"": [""Good D""]
}
```",1,2,2,3
27,"{
""Person 1"": [""Good D""],
""Person 2"": [""Good C""],
""Person 3"": [""Good A"", ""Good B""]
}",3,3,2,1
28,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good D""]
}",1,2,2,3
29,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": []
}",1,2,2,1
30,"{
""Person 1"": [
""Good A"",
""Good D""
],
""Person 2"": [
""Good B"",
""Good C""
],
""Person 3"": []
}",1,2,2,1
31,"{
""Person 1"": [""Good A"", ""Good B"", ""Good D""],
""Person 2"": [""Good C""],
""Person 3"": []
}",1,1,2,1
32,"{
""Person 1"": ""Good D"",
""Person 2"": ""Good B, Good C"",
""Person 3"": ""Good A""
}",3,2,2,1
33,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": []
}",1,2,2,1
34,"{
  ""Person 1"": [""Good A"", ""Good D""],
  ""Person 2"": [""Good C""],
  ""Person 3"": [""Good B""]
}",1,3,2,1
35,"{
""Person 1"": ""Good D"",
""Person 2"": ""Good A, Good B"",
""Person 3"": ""Good C""
}",2,2,3,1
36,"{
  ""Person 1"": [""Good A"", ""Good D""],
  ""Person 2"": [""Good B"", ""Good C""],
  ""Person 3"": []
}",1,2,2,1
37,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good D""]
}",1,2,2,3
38,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good A""]
}",1,2,2,1
39,"{
""Person 1"": [""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good A""]
}",3,2,2,1
40,"{
""Person 1"": ""[Good D]"",
""Person 2"": ""[Good A, Good B]"",
""Person 3"": ""[Good C]""
}",2,2,3,1
41,"{
""Person 1"": ""Good A, Good D"",
""Person 2"": ""Good B, Good C"",
""Person 3"": """"
}",1,2,2,1
42,"{
""Person 1"": [""Good A"",""Good D""],
""Person 2"": [""Good C""],
""Person 3"": [""Good B""]
}",1,3,2,1
43,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": []
}",1,2,2,1
44,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""],
""Person 3"": [""Good D""]
}",1,1,2,3
45,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good C""],
""Person 3"": [""Good B""]
}",1,3,2,1
46,"{
""Person 1"": [ ""Good A"",""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": []
}",1,2,2,1
47,"{
  ""Person 1"": [""Good A"", ""Good D""],
  ""Person 2"": [""Good B"", ""Good C""],
  ""Person 3"": [""Good A"", ""Good B""]
}",1,2,2,1
48,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": []
}",1,2,2,1
49,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good A"", ""Good D""]
}",1,2,2,1
50,"{
""Person 1"": [""Good D""],
""Person 2"": [""Good C""],
""Person 3"": [""Good A"", ""Good B""]
}",3,3,2,1
51,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good D""]
}",1,2,2,3
52,"{
""Person 1"": ""Good A, Good B"",
""Person 2"": ""Good C"",
""Person 3"": ""Good D""
}",1,1,2,3
53,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": []
}",1,2,2,1
54,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good D""]
}",1,2,2,3
55,"{
""Person 1"": [""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good A""]
}",3,2,2,1
56,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good C""],
""Person 3"": [""Good B""]
}",1,3,2,1
