,Text,Good A,Good B,Good C,Good D,Good E
0,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C"", ""Good E""],
""Person 3"": [""Good D""]
}",1,2,2,1,2
1,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C"", ""Good E""],
""Person 3"": []
}",1,2,2,1,2
2,"{
""Person 1"": ""Good A, Good D"",
""Person 2"": ""Good B, Good C, Good E"",
""Person 3"": ""Good C, Good D, Good E""
}",1,2,3,1,2
3,"{
""Person 1"": [""Good A"", ""Good E""],
""Person 2"": [""Good B"", ""Good D""],
""Person 3"": [""Good C""]
}",1,2,3,2,1
4,"{
""Person 1"": [""Good A"", ""Good E""],
""Person 2"": [""Good B"", ""Good C"", ""Good D""],
""Person 3"": []
}",1,2,2,2,1
5,"{
""Person 1"": [""Good A"", ""Good E""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good D""]
}",1,2,2,3,1
6,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good D""],
""Person 3"": [""Good C"", ""Good E""]
}",1,2,3,2,3
7,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C"", ""Good E""],
""Person 3"": [""Good C""]
}",1,2,2,1,2
8,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C"", ""Good E""],
""Person 3"": [""Good A""]
}",1,2,2,1,2
9,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good E""],
""Person 3"": [""Good C""]
}",1,2,3,1,2
10,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C"", ""Good E""],
""Person 3"": []
}",1,2,2,1,2
11,"{
""Person 1"": [
""Good A""
],
""Person 2"": [
""Good B"",
""Good D""
],
""Person 3"": [
""Good C"",
""Good E""
]
}",1,2,3,2,3
12,"{
""Person 1"": [""Good D""],
""Person 2"": [""Good A"", ""Good B""],
""Person 3"": [""Good C"", ""Good E""]
}",2,2,3,1,3
13,"{
""Person 1"": ""Good A, Good C, Good E"",
""Person 2"": ""Good B, Good D"",
""Person 3"": ""Good C""
}",1,2,3,2,1
14,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good E""]
}",1,2,2,1,3
15,"``` JSON

{
  ""Person 1"": [""Good A"", ""Good D""],
  ""Person 2"": [""Good B"", ""Good C""],
  ""Person 3"": [""Good E""]
}
```",1,2,2,1,3
16,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C"", ""Good E""],
""Person 3"": []
}",1,2,2,1,2
17,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C"", ""Good E""],
""Person 3"": [""Good D""]
}",1,2,2,3,2
18,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C"", ""Good E""],
""Person 3"": []
}",1,2,2,1,2
19,"```JSON
{
  ""Person 1"": [""Good A"", ""Good D"", ""Good E""],
  ""Person 2"": [""Good B"", ""Good C""],
  ""Person 3"": [""Good C"", ""Good D""]
}
```",1,2,3,1,1
20,"{
""Person 1"": [""Good B"", ""Good D""],
""Person 2"": [""Good A"", ""Good C"", ""Good E""],
""Person 3"": [""Good B"", ""Good C""]
}",2,1,2,1,2
21,"{
""Person 1"": ""Good A, Good D"",
""Person 2"": ""Good B, Good C, Good E"",
""Person 3"": ""None""
}",1,2,2,1,2
22,"{
""Person 1"": [""Good B"", ""Good D""],
""Person 2"": [""Good A"", ""Good E""],
""Person 3"": [""Good C""]
}",2,1,3,1,2
23,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B"", ""Good D"", ""Good E""],
""Person 3"": [""Good C""]
}",1,2,1,2,2
24,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C""],
""Person 3"": [""Good E""]
}",1,2,2,1,3
25,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C"", ""Good E""],
""Person 3"": [""Good C""]
}",1,2,3,1,2
26,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good E""],
""Person 3"": [""Good C"", ""Good E""]
}",1,2,1,2,1
27,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C"", ""Good E""],
""Person 3"": [""Good D""]
}",1,2,2,1,2
