,Text,Good A,Good B,Good C,Good D
0,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
1,"{
""Good A"": ""Person 1"",
""Good B"": ""Person 3"",
""Good C"": ""Person 2"",
""Good D"": ""None""
}",1,3,2,None
2,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
3,"{
""Good A"": ""Person 1"",
""Good B"": ""Person 3"",
""Good C"": ""Person 2"",
""Good D"": ""None""
}",1,2,3,None
4,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",1,3,2,None
5,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 1"",
""Good C"": ""Person 3"",
""Good D"": ""None""
}",2,3,1,None
6,"{
""Good A"": ""Person 1"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Good D"": ""None""
}",2,3,1,None
7,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
8,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",1,2,3,None
9,"{
""Good A"": ""Person 1"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Good D"": ""None""
}",1,3,2,None
10,"{
""Good A"": ""Person 1"",
""Good B"": ""Person 3"",
""Good C"": ""Person 2"",
""Good D"": ""None""
}",1,2,3,None
11,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
12,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",1,2,3,None
13,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
14,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
15,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
16,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
17,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,1,3,None
18,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
19,"{
""Good A"": ""Person 1"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Good D"": ""None""
}",3,1,2,None
20,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
21,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",1,3,2,None
22,"{
""Good A"": ""Person 1"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Good D"": ""None""
}",1,2,3,None
23,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 1"",
""Good C"": ""Person 3"",
""Good D"": ""None""
}",1,2,3,None
24,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",1,3,2,None
25,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
26,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""Discard""
}",3,1,2,Discard
27,"{
""Good A"": ""Person 1"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Good D"": ""None""
}",1,2,3,None
28,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 1"",
""Good C"": ""Person 3"",
""Good D"": ""Discarded""
}",2,1,3,Discarded
29,"{
""Good A"": ""Person 1"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Good D"": ""None""
}",1,3,2,None
30,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",1,3,2,None
31,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
32,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
33,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
34,"{
""Good A"": ""Person 1"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Good D"": ""None""
}",2,1,3,None
35,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""Discarded""
}",2,1,3,Discarded
36,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
37,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
38,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
39,"{
""Good A"": ""Person 1"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Good D"": ""None""
}",1,2,3,None
40,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Good D"": ""None"" 
}",2,3,1,None
41,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",3,2,1,None
42,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
43,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
44,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
45,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
46,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,1,3,None
47,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 3"",
""Good C"": ""Person 2"",
""Good D"": ""None""
}",2,3,1,None
48,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
49,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
50,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
51,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 1"",
""Good C"": ""Person 3"",
""Good D"": ""None""
}",2,3,1,None
52,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""Discarded""
}",2,1,3,Discarded
53,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""Discard""
}",2,3,1,Discard
54,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
55,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",1,3,2,None
56,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",1,3,2,None
57,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
58,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 3"",
""Good C"": ""Person 1"",
""Good D"": ""None""
}",2,3,1,None
