,Text,Good A,Good B,Good C,Good D,Good E,Good F
0,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 1"",
""Good C"": ""Person 1"",
""Good D"": ""Person 3"",
""Good E"": ""Person 3"",
""Good F"": ""Person 2""
}

This allocation maximizes the sum of values that the individuals get from the goods, which is 164. No other allocation can achieve a higher total value.",2,1,1,3,3,2
1,"```json
{
""Good A"": ""Person 2"",
""Good B"": ""Person 1"",
""Good C"": ""Person 1"",
""Good D"": ""Person 3"",
""Good E"": ""Person 3"",
""Good F"": ""Person 2""
}
```
This allocation gives each person three goods and ensures that the total value of the goods allocated to each person is reasonably similar:
Person 1 receives Goods B, C, and F, with a total value of 57
Person 2 receives Goods A, D, and E, with a total value of 57
Person 3 receives Goods A, D, and E, with a total value of 57",2,1,1,3,3,2
2,"``` JSON
{
""Good A"": ""Person 2"",
""Good B"": ""Person 1"",
""Good C"": ""Person 1"",
""Good D"": ""Person 3"",
""Good E"": ""Person 3"",
""Good F"": ""Person 2""
}
```
Based on the values provided by each individual for each good, this allocation results in the highest total value for all individuals:

Total value for Person 1 = 5 + 20 + 32 = 57
Total value for Person 2 = 26 + 7 + 22 = 55
Total value for Person 3 = 24 + 17 + 21 + 30 = 92",1,3,2,3,1,2
3,"```JSON
{
""Good A"": ""Person 2"",
""Good B"": ""Person 1"",
""Good C"": ""Person 1"",
""Good D"": ""Person 3"",
""Good E"": ""Person 3"",
""Good F"": ""Person 2""
}
```

This allocation is considered fair because it gives each person goods for which they have a high value. Person 1 gets Good B and Good C, which they value at 20 and 32 respectively. Person 2 gets Good A and Good F, which they value at 26 and 22 respectively. Person 3 gets Good D and Good E, which they value at 21 and 30 respectively. No goods are discarded.",1,3,2,1,3,2
4,"```json
{
""Good A"": ""Person 1"",
""Good B"": ""Person 1"",
""Good C"": ""Person 1"",
""Good D"": ""Person 3"",
""Good E"": ""Person 3"",
""Good F"": ""Person 2""
}
```

This allocation maximizes the sum of the values that the individuals receive. Person 1 receives Goods A, B, and C, which have a total value of 5 + 20 + 32 = 57. Person 2 receives Good F, which has a value of 22. Person 3 receives Goods D and E, which have a total value of 21 + 30 = 51. This allocation is fair because it gives each person a roughly equal share of the total value of the goods.",2,1,1,3,3,2
5,"```json
{
""Good A"": ""Person 2"",
""Good B"": ""Person 1"",
""Good C"": ""Person 1"",
""Good D"": ""Person 3"",
""Good E"": ""Person 3"",
""Good F"": ""Person 2""
}
```

This allocation is fair because it gives each person two goods that they value highly. Person 1 gets Goods B and C, which they value at 20 and 32, respectively. Person 2 gets Goods A and F, which they value at 26 and 22, respectively. Person 3 gets Goods D and E, which they value at 21 and 30, respectively. This allocation maximizes the total value of the goods allocated to the three people.",1,1,2,3,3,2
6,"```json
{
""Good A"": ""Person 2"",
""Good B"": ""Person 1"",
""Good C"": ""Person 3"",
""Good D"": ""Person 3"",
""Good E"": ""Person 1"",
""Good F"": ""Person 3""
}
```
This allocation is fair in the sense that it maximizes the sum of the values that the individuals receive from the goods. Person 1 gets Goods B and E, which they value at 20 + 25 = 45. Person 3 gets Goods C, D, and F, which they value at 6 + 21 + 2 = 29. Person 2 gets Good A, which they value at 26.",1,2,3,2,1,3
7,"{
""Good A"": ""Person 2"",
""Good B"": ""Person 1"",
""Good C"": ""Person 1"",
""Good D"": ""Person 3"",
""Good E"": ""Person 3"",
""Good F"": ""Person 2""
}

In this allocation, Person 1 receives Goods B and C, Person 2 receives Goods A and F, and Person 3 receives Goods D and E. This allocation is fair because it maximizes the total value of the goods allocated to the individuals. Person 1's total value is 57, Person 2's total value is 50, and Person 3's total value is 53. The discarded goods are those with the least values for the individuals.",1,1,2,3,3,2
8,"```JSON
{
  ""Good A"": ""Person 2"",
  ""Good B"": ""Person 1"",
  ""Good C"": ""Person 1"",
  ""Good D"": ""Person 3"",
  ""Good E"": ""Person 3"",
  ""Good F"": ""Person 2""
}
```
This allocation maximizes the sum of the individuals' values for the goods allocated to them.",2,1,1,3,3,2
9,"```JSON
{
""Good A"": ""Person 2"",
""Good B"": ""Person 1"",
""Good C"": ""Person 1"",
""Good D"": ""Person 3"",
""Good E"": ""Person 3"",
""Good F"": ""Person 2""
}
```

In this allocation, Person 1 receives Goods B and C, which they value the most. Person 2 receives Goods A and F, which they also value highly. Person 3 receives Goods D and E, which they value the most. This allocation ensures that each person receives at least some of the goods they value the most.",1,1,2,3,3,2
