,Text,Good A,Good B,Good C
0,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
1,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
2,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
3,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""]
}",1,2,2
4,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
5,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
6,"{
""Person 1"": ""Good A, Good C"",
""Person 2"": ""Good B""
}",1,2,1
7,"```json
{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}
```",1,1,2
8,"{
""Person 1"": ""Good A"",
""Person 2"": ""Good B, Good C""
}",1,2,2
9,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
10,"{
""Person 1"": ""Good A, Good C"",
""Person 2"": ""Good B""
}",1,2,1
11,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
12,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
13,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
14,"{
  ""Person 1"": [""Good A"", ""Good C""],
  ""Person 2"": [""Good B""]
}",1,2,1
15,"{
""Person 1"": ""Good A, Good B"",
""Person 2"": ""Good C""
}",1,1,2
16,"```json
{
  ""Person 1"": [""Good A"", ""Good C""],
  ""Person 2"": [""Good B""]
}
```",1,2,1
17,"{
""Person 1"": [""Good C""],
""Person 2"": [""Good A"", ""Good B""]
}",2,2,1
18,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
19,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
20,"{
""Person 1"": ""Good A, Good C"",
""Person 2"": ""Good B""
}",1,2,1
21,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
22,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""]
}",1,2,2
23,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
24,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
25,"{
""Person 1"": ""Good A, Good C"",
""Person 2"": ""Good B""
}",1,2,1
26,"{
""Person 1"": ""Good A, Good C"",
""Person 2"": ""Good B""
}",1,2,1
27,"{
""Person 1"": ""Good A, Good B"",
""Person 2"": ""Good C""
}",1,1,2
28,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
29,"```JSON
{
  ""Person 1"": ""Good B, Good C"",
  ""Person 2"": ""Good A""
}
```",2,1,1
30,"{
""Person 1"": [ ""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
31,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
32,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""]
}",1,2,2
33,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""]
}",1,2,2
34,"{
  ""Person 1"": ""Good A"",
  ""Person 2"": ""Good B, Good C""
}",1,2,2
35,"{
""Person 1"": ""Good C"",
""Person 2"": ""Good A, Good B""
}",2,2,1
36,"{
""Person 1"": ""Good A, Good B"",
""Person 2"": ""Good C""
}",1,1,2
37,"{
""Person 1"": ""Good A, Good C"",
""Person 2"": ""Good B""
}",1,2,1
38,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
39,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
40,"{
""Person 1"": ""Good A"",
""Person 2"": ""Good B, Good C""
}",1,2,2
41,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
42,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""]
}",1,2,2
43,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
44,"{
""Person 1"": ""Good A, Good C"",
""Person 2"": ""Good B""
}",1,2,1
45,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
46,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
47,"{
""Person 1"": ""Good A"",
""Person 2"": ""Good B, Good C""
}",1,2,2
48,"{
""Person 1"": ""Good A, Good C"",
""Person 2"": ""Good B""
}",1,2,1
49,"{
""Person 1"": ""Good A"",
""Person 2"": ""Good B, Good C""
}",1,2,2
50,"{
""Person 1"": [""Good B""],
""Person 2"": [""Good A"", ""Good C""]
}",2,1,2
51,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""]
}",1,2,2
52,"{
""Person 1"": ""Good A, Good B"",
""Person 2"": ""Good C""
}",1,1,2
53,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
54,"``` JSON
{
 ""Person 1"": ""Good A, Good C"",
 ""Person 2"": ""Good B""
}
```",1,2,1
55,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
56,"{
""Person 1"": ""Good A, Good C"",
""Person 2"": ""Good B""
}",1,2,1
57,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
58,"{
""Person 1"": ""Good A"",
""Person 2"": ""Good B, Good C""
}",1,2,2
59,"{
""Person 1"": ""Good A, Good B"",
""Person 2"": ""Good C""
}",1,1,2
60,"{
  ""Person 1"": ""Good A, Good C"",
  ""Person 2"": ""Good B""
}",1,2,1
61,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C""]
}",1,1,2
62,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B""]
}",1,2,1
63,"{
""Person 1"": ""Good B"",
""Person 2"": ""Good A, Good C""
}",2,1,2
64,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", ""Good C""]
}",1,2,2
