,Text,Tokens,Good A,Good B,Good C,Good D
0,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 3"",
""Good D"": ""Person 3""
}",995,3,You,3,3
1,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Yourself"",
""Good D"": ""None""
}",992,3,2,Yourself,None
2,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 2"",
""Good D"": ""None""
}",989,3,You,2,None
3,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 3"",
""Good D"": ""Person 2""
}",995,3,You,3,2
4,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 3"",
""Good C"": ""You"",
""Good D"": ""Person 2""
}",993,None,3,You,2
5,"{
  ""Good A"": ""Person 3"",
  ""Good B"": ""You"",
  ""Good C"": ""Person 2"",
  ""Good D"": ""None""
}",1001,3,You,2,None
6,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 3"",
""Good D"": ""Person 2""
}",995,3,You,3,2
7,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 2"",
""Good D"": ""None""
}",989,3,You,2,None
8,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""Good D"": ""None""
}",989,3,2,You,None
9,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 2"",
""Good D"": ""Person 3""
}",995,3,You,2,3
10,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""None"",
""Good D"": ""Person 3""
}",995,3,2,None,3
11,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 3"",
""Good D"": ""Person 2""
}",995,3,You,3,2
12,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""None"",
""Good D"": ""You""
}",989,3,2,None,You
13,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""Good D"": ""None""
}",989,3,2,You,None
14,"{
  ""Good A"": ""Person 3"",
  ""Good B"": ""Person 3"",
  ""Good C"": ""Person 2"",
  ""Good D"": ""You""
}",1007,None,3,2,3
15,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 3"",
""Good D"": ""Person 2""
}",995,3,You,3,2
16,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""None"",
""Good D"": ""You""
}",989,3,2,None,You
17,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 2"",
""Good D"": ""None""
}",989,3,You,2,None
18,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 2"",
""Good D"": ""None""
}",989,3,You,2,None
19,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 3"",
""Good C"": ""None"",
""Good D"": ""Person 2""
}",999,3,3,None,2
20,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 3"",
""Good C"": ""You"",
""Good D"": ""Person 2""
}",993,3,2,You,None
21,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""None"",
""Good D"": ""You""
}",989,3,2,None,You
22,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 3"",
""Good D"": ""Person 2""
}",995,3,You,3,2
23,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""None"",
""Good D"": ""You""
}",989,3,2,None,You
24,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 2"",
""Good D"": ""None""
}",989,3,You,2,None
25,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 2"",
""Good D"": ""None""
}",989,3,You,2,None
26,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""None"",
""Good D"": ""You""
}",989,3,2,None,You
27,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 3"",
""Good C"": ""You"",
""Good D"": ""Person 2""
}",995,3,3,You,2
28,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""You"",
""Good D"": ""None""
}",989,3,2,You,None
29,"{
""Good A"": ""Person 3"",
""Good B"": ""You"",
""Good C"": ""Person 2"",
""Good D"": ""None""
}",989,3,You,2,None
30,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""None"",
""Good D"": ""You""
}",989,2,3,None,You
31,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 3"",
""Good C"": ""Person 2"",
""Good D"": ""You""
}",995,3,3,2,You
32,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 3"",
""Good C"": ""You"",
""Good D"": ""Person 2""
}",995,3,3,You,2
