,Text,Tokens,Good A,Good B,Good C,Good D
0,"{
""You"": ""[Good B, Good D]"",
""Person 2"": ""[Good A, Good C]"",
""Person 3"": ""[Good A, Good D]""
}",881,3,2,None,2
1,"{
  ""You"": ""[Good B, Good D]"",
  ""Person 2"": ""[Good A, Good C]"",
  ""Person 3"": ""[]""
}",879,3,You,2,You
2,"{
   ""You"": ""[Good B, Good C]"",
   ""Person 2"": ""[Good D]"",
   ""Person 3"": ""[Good A]""
}",875,3,You,You,2
3,"{
""You"": ""[Good A, Good B]"",
""Person 2"": ""[Good D]"",
""Person 3"": ""[Good C]""
}",867,3,You,2,None
4,"{
  ""You"": ""[Good B, Good C]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",875,3,You,You,2
5,"{
  ""You"": ""[Good B, Good C]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",875,3,You,You,2
6,"{
  ""You"": ""[Good B]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A, Good C]""
}",877,3,You,3,2
7,"{
  ""You"": ""[Good B, Good C]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",875,3,You,You,2
8,"{
""You"": ""[Good B]"",
""Person 2"": ""[Good D]"",
""Person 3"": ""[Good A, Good C]""
}",869,3,You,3,2
9,"{
  ""You"": ""[Good B]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A, Good C]""
}",881,3,You,3,2
10,"{
  ""You"": ""[Good B]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A, Good C]""
}",877,3,You,3,2
11,"{
""You"": ""[Good B, Good D]"",
""Person 2"": ""[Good A, Good C]"",
""Person 3"": ""[Good A, Good D]""
}",879,3,You,2,You
12,"{
""You"": ""[Good B]"",
""Person 2"": ""[Good D]"",
""Person 3"": ""[Good A, Good C]""
}",869,3,You,3,2
13,"{
  ""You"": ""[Good B, Good C]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",875,3,You,You,2
14,"{
""You"": ""[Good B, Good D]"",
""Person 2"": ""[Good A, Good C]"",
""Person 3"": ""[Good A, Good D]""
}",881,3,2,None,2
15,"{
""You"": ""[Good B]"",
""Person 2"": ""[Good D]"",
""Person 3"": ""[Good A, Good C]""
}",869,3,You,3,2
16,"{
""You"": ""[Good B, Good D]"",
""Person 2"": ""[Good A]"",
""Person 3"": ""[Good C]""
}",867,3,You,3,You
17,"{
  ""You"": ""[Good B, Good C]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",879,3,You,You,2
18,"{
""You"": ""[Good B, Good D]"",
""Person 2"": ""[Good A, Good C]"",
""Person 3"": ""[]""
}",871,3,2,None,You
19,"{
  ""You"": ""[Good B, Good C]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",875,3,You,You,2
20,"{
  ""You"": ""[Good B, Good C]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",879,3,You,You,2
21,"{
""You"": ""[Good B]"",
""Person 2"": ""[Good D]"",
""Person 3"": ""[Good A, Good C]""
}",869,3,You,3,2
22,"{
  ""You"": ""[Good B]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A, Good C]""
}",877,3,You,3,2
23,"{
""You"": ""[Good B, Good D]"",
""Person 2"": ""[Good A, Good C]"",
""Person 3"": ""[Good A, Good D]""
}",879,3,2,None,You
24,"{
""You"": ""[Good B, Good D]"",
""Person 2"": ""[Good A, Good C]"",
""Person 3"": ""[Good A, Good D]""
}",881,3,2,None,3
25,"{
   ""You"": ""[Good B, Good D]"",
   ""Person 2"": ""[Good A, Good C]"",
   ""Person 3"": ""[Good A, Good D]""
}",889,3,You,2,2
26,"{
""You"": ""[Good B]"",
""Person 2"": ""[Good D]"",
""Person 3"": ""[Good A, Good C]""
}",869,3,You,3,2
27,"{
  ""You"": ""[Good B]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A, Good C]""
}",877,3,You,3,2
28,"{
  ""You"": ""[Good B, Good C]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",875,3,You,You,2
29,"{
  ""You"": ""[Good B, Good C]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",875,3,You,You,2
30,"{
  ""You"": ""[Good B, Good D]"",
  ""Person 2"": ""[Good A, Good C]"",
  ""Person 3"": ""[Good A, Good D]""
}",891,3,2,None,You
31,"{
  ""You"": ""[Good B]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",869,3,You,None,2
32,"{
  ""You"": ""[Good A, Good D]"",
  ""Person 2"": ""[Good B]"",
  ""Person 3"": ""[Good C]""
}",877,3,2,3,You
33,"{
""You"": ""[Good B]"",
""Person 2"": ""[Good D]"",
""Person 3"": ""[Good A, Good C]""
}",869,3,You,3,2
34,"{
""You"": ""[Good B, Good D]"",
""Person 2"": ""[Good A, Good C]"",
""Person 3"": ""[Good A, Good D]""
}",879,3,2,None,You
35,"{
""You"": ""[Good B]"",
""Person 2"": ""[Good D]"",
""Person 3"": ""[Good A, Good C]""
}",869,3,You,3,2
36,"{
  ""You"": ""[Good B, Good C]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",875,3,You,You,2
37,"{
""You"": ""[Good B, Good D]"",
""Person 2"": ""[Good A, Good C]"",
""Person 3"": ""[Good A, Good D]""
}",881,3,You,2,3
38,"{
""You"": ""[Good C, Good D]"",
""Person 2"": ""[Good B]"",
""Person 3"": ""[Good A]""
}",867,3,2,You,You
39,"{
""You"": ""[Good B, Good D]"",
""Person 2"": ""[Good A, Good C]"",
""Person 3"": ""[Good A, Good D]""
}",881,3,You,2,3
40,"{
""You"": ""[Good B, Good C]"",
""Person 2"": ""[Good D]"",
""Person 3"": ""[Good A]""
}",867,3,You,You,2
41,"{
  ""You"": ""[Good B, Good D]"",
  ""Person 2"": ""[Good C, Good A]"",
  ""Person 3"": ""[Good A, Good C]""
}",891,3,You,2,You
42,"{
  ""You"": ""[Good B, Good C]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",875,3,You,You,2
43,"{
""You"": ""[Good B, Good D]"",
""Person 2"": ""[Good A, Good C]"",
""Person 3"": ""[Good A, Good D]""
}",881,3,You,2,3
44,"{
  ""You"": ""[Good B, Good C]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",879,3,You,You,2
45,"{
""You"": ""[Good B]"",
""Person 2"": ""[Good D]"",
""Person 3"": ""[Good A, Good C]""
}",869,3,You,3,2
46,"{
  ""You"": ""[Good C, Good D]"",
  ""Person 2"": ""[Good B]"",
  ""Person 3"": ""[Good A]""
}",879,3,2,You,You
47,"{
  ""You"": ""[Good B, Good D]"",
  ""Person 2"": ""[Good A]"",
  ""Person 3"": ""[Good C]""
}",875,3,2,None,You
48,"{
""You"": ""[Good B]"",
""Person 2"": ""[Good D]"",
""Person 3"": ""[Good A, Good C]""
}",869,3,You,3,2
49,"{
  ""You"": ""[Good B]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A, Good C]""
}",877,3,You,3,2
50,"{
  ""You"": ""[Good B, Good D]"",
  ""Person 2"": ""[Good A]"",
  ""Person 3"": ""[Good C]""
}",875,3,You,3,You
51,"{
""You"": ""[Good B, Good D]"",
""Person 2"": ""[Good C]"",
""Person 3"": ""[Good A]""
}",867,3,You,2,You
52,"{
  ""You"": ""[Good B, Good C]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",875,3,You,You,2
53,"{
""You"": ""[Good B]"",
""Person 2"": ""[Good D]"",
""Person 3"": ""[Good A, Good C]""
}",869,3,You,3,2
54,"{
""You"": ""[Good B, Good C]"",
""Person 2"": ""[Good D]"",
""Person 3"": ""[Good A]""
}",871,3,You,You,2
55,"{
  ""You"": ""[Good B, Good D]"",
  ""Person 2"": ""[Good A, Good C]"",
  ""Person 3"": ""[Good A, Good D]""
}",889,3,2,2,You
56,"{
""You"": ""[Good B]"",
""Person 2"": ""[Good D]"",
""Person 3"": ""[Good A, Good C]""
}",869,3,You,3,2
57,"{
""You"": ""[Good B, Good D]"",
""Person 2"": ""[Good A, Good C]"",
""Person 3"": ""[ ]""
}",871,3,You,2,You
58,"{
  ""You"": ""[Good B]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A, Good C]""
}",881,3,You,3,2
59,"{
""You"": ""[Good B, Good D]"",
""Person 2"": ""[Good A, Good C]"",
""Person 3"": ""[Good A, Good D]"",
}",879,3,2,None,You
60,"{
  ""You"": ""[Good B, Good C]"",
  ""Person 2"": ""[Good D]"",
  ""Person 3"": ""[Good A]""
}",879,3,You,You,2
