,Text,Tokens,Good A,Good B,Good C,Person 1 money,Person 2 money,Person 3 money
0,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 2.5,
""Person 2 money"": 1.5,
""Person 3 money"": 1
}",0,3,2,1,2.5,1.5,1
1,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 1,
""Person 2 money"": 2,
""Person 3 money"": 2
}",0,3,1,2,2,1,2
2,"{
""Good A"": ""Person 1"",
""Good B"": ""Person 2"",
""Good C"": ""Person 3"",
""Person 1 money"": 0,
""Person 2 money"": 5,
""Person 3 money"": 0
}",0,3,2,1,2.5,1.25,1.25
3,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 2.5,
""Person 2 money"": 2.5,
""Person 3 money"": 0
}",0,3,2,1,2.5,2.5,0
4,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 0,
""Person 2 money"": 5,
""Person 3 money"": 0
}",0,3,2,1,0,5,0
5,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 5,
""Person 2 money"": 0,
""Person 3 money"": 0
}",0,3,1,2,2.5,1.5,1
6,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 2.5,
""Person 2 money"": 1.5,
""Person 3 money"": 1
}",0,3,2,1,2.5,1.5,1
7,"``` JSON
{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 0,
""Person 2 money"": 2.5,
""Person 3 money"": 2.5
}
```",0,3,2,1,0,2.5,2.5
8,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 0.5,
""Person 2 money"": 2,
""Person 3 money"": 2.5
}",0,3,1,2,2.5,1.5,1
9,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 0,
""Person 2 money"": 3,
""Person 3 money"": 2
}",0,1,2,3,2,1,2
10,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 3,
""Person 2 money"": 0,
""Person 3 money"": 2
}",0,3,2,1,3,0,2
11,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 0,
""Person 2 money"": 3,
""Person 3 money"": 2
}",0,3,2,1,0,3,2
12,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 2.5,
""Person 2 money"": 1.5,
""Person 3 money"": 1
}",0,3,2,1,2.5,1.5,1
13,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 2,
""Person 2 money"": 1,
""Person 3 money"": 2
}",0,3,2,1,2,1,2
14,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 2.5,
""Person 2 money"": 1,
""Person 3 money"": 1.5
}",0,3,2,1,2.5,1,1.5
15,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 1,
""Person 2 money"": 2,
""Person 3 money"": 2
}",0,3,2,1,1,2,2
16,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 1,
""Person 2 money"": 2,
""Person 3 money"": 2
}",0,3,2,1,1,2,2
17,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 1,
""Person 2 money"": 2,
""Person 3 money"": 2
}",0,3,1,2,2,1,2
18,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 2.5,
""Person 2 money"": 2.5,
""Person 3 money"": 0
}",0,3,1,2,2.5,1.5,1
19,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 2,
""Person 2 money"": 1,
""Person 3 money"": 2
}",0,3,2,1,2,1,2
20,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 1"",
""Good C"": ""Person 2"",
""Person 1 money"": 0,
""Person 2 money"": 2,
""Person 3 money"": 3
}",0,1,2,3,2,1,2
21,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 1,
""Person 2 money"": 2,
""Person 3 money"": 2
}",0,3,2,1,1,2,2
22,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 1,
""Person 2 money"": 3,
""Person 3 money"": 1
}",0,3,2,1,2,2,1
23,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 2,
""Person 2 money"": 1,
""Person 3 money"": 2
}",0,3,1,2,3,1,1
24,"{
""Good A"": ""Person 3"",
""Good B"": ""Person 2"",
""Good C"": ""Person 1"",
""Person 1 money"": 2.5,
""Person 2 money"": 1,
""Person 3 money"": 1.5
}",0,3,2,1,1.5,1,2.5
